code,name,state
4110300,inaja,PR
3130606,inconfidentes,MG
3130655,indaiabira,MG
4207502,indaial,SC
3520509,indaiatuba,SP
2305605,independencia,CE
4310405,independencia,RS
3520608,indiana,SP
3130705,indianopolis,MG
4110409,indianopolis,PR
3520707,indiapora,SP
5209952,indiara,GO
2802809,indiaroba,SE
5104500,indiavai,MT
2607109,ingazeira,PE
3130804,ingai,MG
2506806,inga,PB
4310413,inhacora,RS
2913705,inhambupe,BA
1503408,inhangapi,PA
2703304,inhapi,AL
3130903,inhapim,MG
3131000,inhauma,MG
2204709,inhuma,PI
5210000,inhumas,GO
3131109,inimutaba,MG
5004403,inocencia,MS
4110201,inacio martins,PR
3520806,inubia paulista,SP
4207577,iomere,SC
3131158,ipaba,MG
5210109,ipameri,GO
3131208,ipanema,MG
2404705,ipanguacu,RN
2305654,ipaporanga,CE
3131307,ipatinga,MG
2305704,ipaumirim,CE
3520905,ipaussu,SP
2913804,ipecaeta,BA
3521002,ipero,SP
3521101,ipeuna,SP
3131406,ipiacu,MG
2913903,ipiau,BA
3521150,ipigua,SP
4207601,ipira,SC
4110508,ipiranga,PR
5210158,ipiranga de goias,GO
5104526,ipiranga do norte,MT
2204808,ipiranga do piaui,PI
4310462,ipiranga do sul,RS
2914000,ipira,BA
1301803,ipixuna,AM
1503457,ipixuna do para,PA
2607208,ipojuca,PE
3521200,iporanga,SP
5210208,ipora,GO
4110607,ipora,PR
4207650,ipora do oeste,SC
2305803,ipu,CE
4207684,ipuacu,SC
2607307,ipubi,PE
2404804,ipueira,RN
1709807,ipueiras,TO
2305902,ipueiras,CE
3131505,ipuiuna,MG
4207700,ipumirim,SC
2914109,ipupiara,BA
3521309,ipua,SP
4310439,ipe,RS
1400282,iracema,RR
2306009,iracema,CE
4110656,iracema do oeste,PR
4207759,iraceminha,SC
3521408,iracemapolis,SP
2914208,irajuba,BA
2914307,iramaia,BA
1301852,iranduba,AM
4207809,irani,SC
3521606,irapuru,SP
3521507,irapua,SP
2914406,iraquara,BA
2914505,irara,BA
4110706,irati,PR
4207858,irati,SC
2306108,iraucuba,CE
4310504,irai,RS
3131604,irai de minas,MG
2914604,irece,BA
4110805,iretama,PR
4207908,irineopolis,SC
1503507,irituia,PA
3202652,irupi,ES
2204907,isaias coelho,PI
5210307,israelandia,GO
4310538,itaara,RS
2506905,itabaiana,PB
2802908,itabaiana,SE
2803005,itabaianinha,SE
2914653,itabela,BA
2914703,itaberaba,BA
5210406,itaberai,GO
3521705,itabera,SP
2803104,itabi,SE
3131703,itabira,MG
3131802,itabirinha,MG
3131901,itabirito,MG
3301900,itaborai,RJ
2914802,itabuna,BA
1710508,itacaja,TO
3132008,itacambira,MG
3132107,itacarambi,MG
2914901,itacare,BA
1301902,itacoatiara,AM
2607406,itacuruba,PE
4310553,itacurubi,RS
2915007,itaete,BA
2915106,itagi,BA
2915205,itagiba,BA
2915304,itagimirim,BA
4110904,itaguaje,PR
3132206,itaguara,MG
5210562,itaguari,GO
5210604,itaguaru,GO
1710706,itaguatins,TO
3202702,itaguacu,ES
2915353,itaguacu da bahia,BA
3302007,itaguai,RJ
2205003,itainopolis,PI
2105351,itaipava do grajau,MA
4110953,itaipulandia,PR
3132305,itaipe,MG
2306256,itaitinga,CE
1503606,itaituba,PA
2306207,itaicaba,CE
4208104,itaiopolis,SC
4208203,itajai,SC
3521903,itajobi,SP
3522000,itaju,SP
2915403,itaju do colonia,BA
3132404,itajuba,MG
2915502,itajuipe,BA
2404853,itaja,RN
5210802,itaja,GO
3302056,italva,RJ
2915601,itamaraju,BA
3132503,itamarandiba,MG
1301951,itamarati,AM
3132602,itamarati de minas,MG
2915700,itamari,BA
3132701,itambacuri,MG
4111001,itambaraca,PR
2607653,itambe,PE
2915809,itambe,BA
4111100,itambe,PR
3132800,itambe do mato dentro,MG
3132909,itamogi,MG
3133006,itamonte,MG
2915908,itanagra,BA
3133105,itanhandu,MG
5104542,itanhanga,MT
3522109,itanhaem,SP
3133204,itanhomi,MG
2916005,itanhem,BA
3133303,itaobim,MG
3522158,itaoca,SP
3302106,itaocara,RJ
5210901,itapaci,GO
3133402,itapagipe,MG
2306306,itapaje,CE
2916104,itaparica,BA
2916302,itapebi,BA
3133501,itapecerica,MG
3522208,itapecerica da serra,SP
2105401,itapecuru mirim,MA
4111209,itapejara d oeste,PR
4208302,itapema,SC
3202801,itapemirim,ES
3302205,itaperuna,RJ
4111258,itaperucu,PR
2607703,itapetim,PE
2916401,itapetinga,BA
3522307,itapetininga,SP
3133600,itapeva,MG
3522406,itapeva,SP
3522505,itapevi,SP
2916500,itapicuru,BA
2306405,itapipoca,CE
3522604,itapira,SP
1302009,itapiranga,AM
4208401,itapiranga,SC
5211008,itapirapua,GO
3522653,itapirapua paulista,SP
1710904,itapiratins,TO
2607752,itapissuma,PE
2916609,itapitanga,BA
2306504,itapiuna,CE
2507002,itaporanga,PB
3522802,itaporanga,SP
2803203,itaporanga d ajuda,SE
2507101,itapororoca,PB
5004502,itapora,MS
1711100,itapora do tocantins,TO
4208450,itapoa,SC
4310579,itapuca,RS
3523008,itapura,SP
5211206,itapuranga,GO
1101104,itapua do oeste,RO
3522901,itapui,SP
2916203,itape,BA
3523107,itaquaquecetuba,SP
2916708,itaquara,BA
4310603,itaqui,RS
5004601,itaquirai,MS
2607802,itaquitinga,PE
3202900,itarana,ES
2916807,itarantim,BA
3523206,itarare,SP
2306553,itarema,CE
3523305,itariri,SP
5211305,itaruma,GO
4310652,itati,RS
3302254,itatiaia,RJ
3133709,itatiaiucu,MG
3523404,itatiba,SP
4310702,itatiba do sul,RS
2916856,itatim,BA
3523503,itatinga,SP
2306603,itatira,CE
2507200,itatuba,PB
1600253,itaubal,AP
2205102,itaueira,PI
5211404,itaucu,GO
3133907,itaverava,MG
3521804,itai,SP
2607505,itaiba,PE
2404903,itau,RN
3133758,itau de minas,MG
5104559,itauba,MT
3133808,itauna,MG
4111308,itauna do sul,PR
3134004,itinga,MG
2105427,itinga do maranhao,MA
5104609,itiquira,MT
3523602,itirapina,SP
3523701,itirapua,SP
2916906,itirucu,BA
2917003,itiuba,BA
3523800,itobi,SP
2917102,itororo,BA
3523909,itu,SP
2917201,ituacu,BA
2917300,itubera,BA
3134103,itueta,MG
3134202,ituiutaba,MG
5211503,itumbiara,GO
3134301,itumirim,MG
3524006,itupeva,SP
1503705,itupiranga,PA
4208500,ituporanga,SC
3134400,iturama,MG
3134509,itutinga,MG
3524105,ituverava,SP
4208005,ita,SC
3522703,itapolis,SP
2917334,iuiu,BA
4111506,ivaipora,PR
4111605,ivatuba,PR
4111555,ivate,PR
4111407,ivai,PR
5004700,ivinhema,MS
5211602,ivolandia,GO
4310751,ivora,RS
4310801,ivoti,RS
4207007,icara,SC
3203007,iuna,ES
2607901,jaboatao dos guararapes,PE
2917359,jaborandi,BA
3524204,jaborandi,SP
4208609,jabora,SC
4111704,jaboti,PR
4310850,jaboticaba,RS
3524303,jaboticabal,SP
3134608,jaboticatubas,MG
2917409,jacaraci,BA
2507309,jacarau,PB
1503754,jacareacanga,PA
4111803,jacarezinho,PR
3524402,jacarei,SP
2703403,jacare dos homens,AL
3524501,jaci,SP
5104807,jaciara,MT
3134707,jacinto,MG
4208708,jacinto machado,SC
2917508,jacobina,BA
2205151,jacobina do piaui,PI
4310876,jacuizinho,RS
1503804,jacunda,PA
3524600,jacupiranga,SP
3134905,jacutinga,MG
4310900,jacutinga,RS
3134806,jacui,MG
2703502,jacuipe,AL
4111902,jaguapita,PR
2917607,jaguaquara,BA
2917706,jaguarari,BA
3135001,jaguaracu,MG
2306702,jaguaretama,CE
4311106,jaguari,RS
4112009,jaguariaiva,PR
2306801,jaguaribara,CE
2306900,jaguaribe,CE
2917805,jaguaripe,BA
3524709,jaguariuna,SP
2307007,jaguaruana,CE
4208807,jaguaruna,SC
4311007,jaguarao,RS
3203056,jaguare,ES
2205201,jaicos,PI
3524808,jales,SP
3524907,jambeiro,SP
3135076,jampruca,MG
3135100,janauba,MG
5211701,jandaia,GO
4112108,jandaia do sul,PR
2405108,jandaira,RN
2917904,jandaira,BA
3525003,jandira,SP
2405207,janduis,RN
5104906,jangada,MT
4112207,janiopolis,PR
3135209,januaria,MG
2405306,januario cicco,RN
2703601,japaratinga,AL
2803302,japaratuba,SE
3135308,japaraiba,MG
3302270,japeri,RJ
2405405,japi,RN
4112306,japira,PR
2803401,japoata,SE
3135357,japonvar,MG
5004809,japora,MS
1302108,japura,AM
4112405,japura,PR
2607950,jaqueira,PE
4311122,jaquirana,RS
5004908,jaraguari,MS
5211800,jaragua,GO
4208906,jaragua do sul,SC
2703700,jaramataia,AL
2307106,jardim,CE
5005004,jardim,MS
4112504,jardim alegre,PR
4112603,jardim olinda,PR
2405504,jardim de angicos,RN
2405603,jardim de piranhas,RN
2205250,jardim do mulato,PI
2405702,jardim do serido,RN
3525102,jardinopolis,SP
4208955,jardinopolis,SC
4311130,jari,RS
3525201,jarinu,SP
1100114,jaru,RO
4112702,jataizinho,PR
5211909,jatai,GO
2608008,jatauba,PE
5005103,jatei,MS
2307205,jati,CE
2105450,jatoba,MA
2608057,jatoba,PE
2205276,jatoba do piaui,PI
5212006,jaupaci,GO
5105002,jauru,MT
2405009,jacana,RN
3135050,jaiba,MG
3525300,jau,SP
1711506,jau do tocantins,TO
3135407,jeceaba,MG
3135456,jenipapo de minas,MG
2105476,jenipapo dos vieiras,MA
3135506,jequeri,MG
3135605,jequitai,MG
3135704,jequitiba,MG
3135803,jequitinhonha,MG
2703759,jequia da praia,AL
2918001,jequie,BA
2918100,jeremoabo,BA
2507408,jerico,PB
3525409,jeriquara,SP
2205300,jerumenha,PI
3203106,jeronimo monteiro,ES
3135902,jesuania,MG
4112751,jesuitas,PR
5212055,jesupolis,GO
1100122,ji parana,RO
2307254,jijoca de jericoacoara,CE
2918209,jiquirica,BA
2918308,jitauna,BA
3136108,joanesia,MG
3525508,joanopolis,SP
3136405,joaquim felicio,MG
2703809,joaquim gomes,AL
2608206,joaquim nabuco,PE
2205409,joaquim pires,PI
4112801,joaquim tavora,PR
4209003,joacaba,SC
3136009,joaima,MG
2513653,joca claudino,PB
2205458,joca marques,PI
4209102,joinville,SC
3136504,jordania,MG
1200328,jordao,AC
2105609,joselandia,MA
3136579,josenopolis,MG
4209151,jose boiteux,SC
3525706,jose bonifacio,SP
3136520,jose goncalves de minas,MG
3136553,jose raydan,MG
2406007,jose da penha,RN
2205508,jose de freitas,PI
5212105,joviania,GO
2608107,joao alfredo,PE
2205359,joao costa,PI
2405801,joao camara,RN
2405900,joao dias,RN
2918357,joao dourado,BA
2105500,joao lisboa,MA
3136207,joao monlevade,MG
3203130,joao neiva,ES
2507507,joao pessoa,PB
3136306,joao pinheiro,MG
3525607,joao ramalho,SP
5105101,juara,MT
2507606,juarez tavora,PB
1711803,juarina,TO
3136652,juatuba,MG
2507705,juazeirinho,PB
2918407,juazeiro,BA
2307304,juazeiro do norte,CE
2205516,juazeiro do piaui,PI
2608255,jucati,PE
2406106,jucurutu,RN
2918456,jucurucu,BA
2307403,jucas,CE
3136702,juiz de fora,MG
3525854,jumirim,SP
2105658,junco do maranhao,MA
2507804,junco do serido,PB
3525904,jundiai,SP
4112900,jundiai do sul,PR
2406155,jundia,RN
2703908,jundia,AL
2704005,junqueiro,AL
3526001,junqueiropolis,SP
2608305,jupi,PE
4209177,jupia,SC
3526209,juquitiba,SP
3526100,juquia,SP
3136801,juramento,MG
4112959,juranda,PR
2205532,jurema,PI
2608404,jurema,PE
2507903,juripiranga,PB
2508000,juru,PB
3136900,juruaia,MG
5105176,juruena,MT
1503903,juruti,PA
1302207,jurua,AM
5105200,juscimeira,MT
2918506,jussara,BA
4113007,jussara,PR
5212204,jussara,GO
2918555,jussari,BA
2918605,jussiape,BA
1302306,jutai,AM
5005152,juti,MS
3136959,juvenilia,MG
5105150,juina,MT
4311155,joia,RS
2205524,julio borges,PI
3525805,julio mesquita,SP
4311205,julio de castilhos,RS
4113106,kalore,PR
4209201,lacerdopolis,SC
3137007,ladainha,MG
5005202,ladario,MS
2918704,lafaiete coutinho,BA
3137106,lagamar,MG
2803500,lagarto,SE
4209300,lages,SC
2105906,lago verde,MA
2105708,lago da pedra,MA
2105807,lago do junco,MA
2105948,lago dos rodrigues,MA
2508109,lagoa,PB
2205557,lagoa alegre,PI
4311239,lagoa bonita do sul,RS
3137403,lagoa dourada,MG
3137502,lagoa formosa,MG
2608750,lagoa grande,PE
3137536,lagoa grande,MG
2105963,lagoa grande do maranhao,MA
2406502,lagoa nova,RN
2918753,lagoa real,BA
2406601,lagoa salgada,RN
3137601,lagoa santa,MG
5212253,lagoa santa,GO
2508307,lagoa seca,PB
4311304,lagoa vermelha,RS
2406205,lagoa d anta,RN
2704104,lagoa da canoa,AL
1711902,lagoa da confusao,TO
3137205,lagoa da prata,MG
2508208,lagoa de dentro,PB
2608503,lagoa de itaenga,PE
2406304,lagoa de pedras,RN
2205573,lagoa de sao francisco,PI
2406403,lagoa de velhos,RN
2205565,lagoa do barro do piaui,PI
2608453,lagoa do carro,PE
2105922,lagoa do mato,MA
2608602,lagoa do ouro,PE
2205581,lagoa do piaui,PI
2205599,lagoa do sitio,PI
1711951,lagoa do tocantins,TO
2608701,lagoa dos gatos,PE
3137304,lagoa dos patos,MG
4311270,lagoa dos tres cantos,RS
3526308,lagoinha,SP
2205540,lagoinha do piaui,PI
4311254,lagoao,RS
4209409,laguna,SC
5005251,laguna carapa,MS
2918803,laje,BA
3302304,laje do muriae,RJ
1712009,lajeado,TO
4311403,lajeado,RS
4209458,lajeado grande,SC
2105989,lajeado novo,MA
4311429,lajeado do bugre,RS
2919009,lajedinho,BA
2608800,lajedo,PE
2919058,lajedo do tabocal,BA
2918902,lajedao,BA
2406700,lajes,RN
2406809,lajes pintadas,RN
3137700,lajinha,MG
2919108,lamarao,BA
3137809,lambari,MG
5105234,lambari d oeste,MT
3137908,lamim,MG
2205607,landri sales,PI
4113205,lapa,PR
2919157,lapao,BA
3203163,laranja da terra,ES
3138005,laranjal,MG
4113254,laranjal,PR
3526407,laranjal paulista,SP
1600279,laranjal do jari,AP
2803609,laranjeiras,SE
4113304,laranjeiras do sul,PR
3138104,lassance,MG
2508406,lastro,PB
4209508,laurentino,SC
4209607,lauro muller,SC
2919207,lauro de freitas,BA
1712157,lavandeira,TO
3138203,lavras,MG
2307502,lavras da mangabeira,CE
4311502,lavras do sul,RS
3526605,lavrinhas,SP
3526506,lavinia,SP
3138302,leandro ferreira,MG
4209706,lebon regis,SC
3526704,leme,SP
3138351,leme do prado,MG
2919306,lencois,BA
3526803,lencois paulista,SP
4209805,leoberto leal,SC
3138401,leopoldina,MG
5212303,leopoldo de bulhoes,GO
4113403,leopolis,PR
4311601,liberato salzano,RS
3138500,liberdade,MG
2919405,licinio de almeida,BA
4113429,lidianopolis,PR
2106003,lima campos,MA
3138609,lima duarte,MG
3526902,limeira,SP
3138625,limeira do oeste,MG
2608909,limoeiro,PE
2704203,limoeiro de anadia,AL
1504000,limoeiro do ajuru,PA
2307601,limoeiro do norte,CE
4113452,lindoeste,PR
4311627,lindolfo collor,RS
3527009,lindoia,SP
4209854,lindoia do sul,SC
4311643,linha nova,RS
3203205,linhares,ES
3527108,lins,SP
2508505,livramento,PB
2919504,livramento de nossa senhora,BA
1712405,lizarda,TO
4113502,loanda,PR
4113601,lobato,PR
2508554,logradouro,PB
4113700,londrina,PR
3138658,lontra,MG
4209904,lontras,SC
3527207,lorena,SP
2106102,loreto,MA
3527256,lourdes,SP
3527306,louveira,SP
5105259,lucas do rio verde,MT
2508604,lucena,PB
3527504,lucianopolis,SP
5105309,luciara,MT
2406908,lucrecia,RN
3527405,lucelia,SP
3138674,luisburgo,MG
3138682,luislandia,MG
4210001,luiz alves,SC
4113734,luiziana,PR
3527702,luiziania,SP
3138708,luminarias,MG
4113759,lunardelli,PR
4113809,lupionopolis,PR
3527801,lupercio,SP
3527900,lutecia,SP
3138807,luz,MG
4210035,luzerna,SC
2205805,luzilandia,PI
1712454,luzinopolis,TO
5212501,luziania,GO
3527603,luis antonio,SP
2205706,luis correia,PI
2106201,luis domingues,MA
2919553,luis eduardo magalhaes,BA
2407005,luis gomes,RN
1302405,labrea,AM
2919603,macajuba,BA
2803708,macambira,SE
2609006,macaparana,PE
1600303,macapa,AP
2919702,macarani,BA
3528007,macatuba,SP
2407203,macau,RN
3528106,macaubal,SP
3302403,macae,RJ
2407104,macaiba,RN
2919801,macaubas,BA
3528205,macedonia,SP
2704302,maceio,AL
3138906,machacalis,MG
4311700,machadinho,RS
1100130,machadinho d oeste,RO
3139003,machado,MG
2609105,machados,PE
4210050,macieira,SC
3302452,macuco,RJ
2919900,macurure,BA
2307635,madalena,CE
2205854,madeiro,PI
2919926,madre de deus,BA
3139102,madre de deus de minas,MG
2919959,maetinga,BA
4210100,mafra,SC
1504109,magalhaes barata,PA
2106300,magalhaes de almeida,MA
3528304,magda,SP
3302502,mage,RJ
2920007,maiquinique,BA
2920106,mairi,BA
3528403,mairinque,SP
3528502,mairipora,SP
5212600,mairipotaba,GO
4210209,major gercino,SC
2704401,major isidoro,AL
2407252,major sales,RN
4210308,major vieira,SC
3139201,malacacheta,MG
2920205,malhada,BA
2920304,malhada de pedras,BA
2803807,malhada dos bois,SE
2803906,malhador,SE
4113908,mallet,PR
2508802,malta,PB
2508901,mamanguape,PB
5212709,mambai,GO
4114005,mambore,PR
3139250,mamonas,MG
4311734,mampituba,RS
1302504,manacapuru,AM
1302553,manaquiri,AM
2609154,manari,PE
1302603,manaus,AM
2509008,manaira,PB
4114203,mandaguari,PR
4114104,mandaguacu,PR
4114302,mandirituba,PR
3528601,manduri,SP
4114351,manfrinopolis,PR
3139300,manga,MG
3302601,mangaratiba,RJ
4114401,mangueirinha,PR
3139409,manhuacu,MG
3139508,manhumirim,MG
1302702,manicore,AM
2205904,manoel emidio,PI
4114500,manoel ribas,PR
1200344,manoel urbano,AC
4311759,manoel viana,RS
2920403,manoel vitorino,BA
2920452,mansidao,BA
3139607,mantena,MG
3203304,mantenopolis,ES
4311775,maquine,RS
2704906,mar vermelho,AL
3139805,mar de espanha,MG
5212808,mara rosa,GO
1504208,maraba,PA
3528700,maraba paulista,SP
5005400,maracaju,MS
4210407,maracaja,SC
2307650,maracanau,CE
1504307,maracana,PA
2106326,maracacume,MA
3528809,maracai,SP
2920502,maracas,BA
2704500,maragogi,AL
2920601,maragogipe,BA
2609204,maraial,PE
2106359,maraja do sena,MA
2307700,maranguape,CE
2106375,maranhaozinho,MA
1504406,marapanim,PA
3528858,marapoama,SP
3203320,marataizes,ES
4311791,marata,RS
4311809,marau,RS
2704609,maravilha,AL
4210506,maravilha,SC
3139706,maravilhas,MG
1302801,maraa,AM
2920700,marau,BA
2509057,marcacao,PB
4311908,marcelino ramos,RS
2407302,marcelino vieira,RN
5105580,marcelandia,MT
2920809,marcionilio souza,BA
2307809,marco,CE
2205953,marcolandia,PI
2206001,marcos parente,PI
4114609,marechal candido rondon,PR
2704708,marechal deodoro,AL
3203346,marechal floriano,ES
1200351,marechal thaumaturgo,AC
4210555,marema,SC
2509107,mari,PB
4114708,maria helena,PR
3139904,maria da fe,MG
4114807,marialva,PR
3140001,mariana,MG
4311981,mariana pimentel,RS
4312005,mariano moro,RS
1712504,marianopolis do tocantins,TO
2704807,maribondo,AL
3302700,marica,RJ
3140100,marilac,MG
4115002,marilena,PR
4115101,mariluz,PR
3203353,marilandia,ES
4114906,marilandia do sul,PR
4115200,maringa,PR
3529104,marinopolis,SP
4115358,maripa,PR
3140209,maripa de minas,MG
1504422,marituba,PA
2509156,marizopolis,PB
3528908,mariapolis,SP
4115309,mariopolis,PR
3140308,marlieria,MG
4115408,marmeleiro,PR
3140407,marmelopolis,MG
4312054,marques de souza,RS
4115457,marquinho,PR
3140506,martinho campos,MG
2407401,martins,RN
3140530,martins soares,MG
2307908,martinopole,CE
3529203,martinopolis,SP
2804003,maruim,SE
4115507,marumbi,PR
5212907,marzagao,GO
3529005,marilia,SP
2920908,mascote,BA
2308005,massape,CE
2206050,massape do piaui,PI
2509206,massaranduba,PB
4210605,massaranduba,SC
4312104,mata,RS
2705002,mata grande,AL
2106409,mata roma,MA
3140555,mata verde,MG
2921005,mata de sao joao,BA
2509305,mataraca,PB
1712702,mateiros,TO
4115606,matelandia,PR
3140605,materlandia,MG
3140704,mateus leme,MG
3171501,mathias lobato,MG
3140803,matias barbosa,MG
3140852,matias cardoso,MG
2206100,matias olimpio,PI
2921054,matina,BA
2106508,matinha,MA
2509339,matinhas,PB
4115705,matinhos,PR
3140902,matipo,MG
4312138,mato castelhano,RS
2509370,mato grosso,PB
4312153,mato leitao,RS
4312179,mato queimado,RS
4115739,mato rico,PR
3141009,mato verde,MG
4210704,matos costa,SC
3141108,matozinhos,MG
5212956,matrincha,GO
2705101,matriz de camaragibe,AL
5105606,matupa,MT
2509396,matureia,PB
3141207,matutina,MG
3529302,matao,SP
2106607,matoes,MA
2106631,matoes do norte,MA
5213004,maurilandia,GO
1712801,maurilandia do tocantins,TO
2308104,mauriti,CE
3529401,maua,SP
4115754,maua da serra,PR
1302900,maues,AM
2407500,maxaranguape,RN
4312203,maximiliano de almeida,RS
1600402,mazagao,AP
4311718,macambara,RS
3141306,medeiros,MG
2921104,medeiros neto,BA
4115804,medianeira,PR
1504455,medicilandia,PA
3141405,medina,MG
4210803,meleiro,SC
1504505,melgaco,PA
3302809,mendes,RJ
3141504,mendes pimentel,MG
3529500,mendonca,SP
4115853,mercedes,PR
3141603,merces,MG
3529609,meridiano,SP
2308203,meruoca,CE
3141702,mesquita,MG
3302858,mesquita,RJ
2705200,messias,AL
2407609,messias targino,RN
3529658,mesopolis,SP
2206209,miguel alves,PI
2921203,miguel calmon,BA
2206308,miguel leao,PI
3302908,miguel pereira,RJ
3529708,miguelopolis,SP
2308302,milagres,CE
2921302,milagres,BA
2106672,milagres do maranhao,MA
2308351,milha,CE
2206357,milton brandao,PI
5213053,mimoso de goias,GO
3203403,mimoso do sul,ES
2705309,minador do negrao,AL
3141801,minas novas,MG
4312252,minas do leao,RS
5213087,minacu,GO
3141900,minduri,MG
5213103,mineiros,GO
3529807,mineiros do tiete,SP
1101203,ministro andreazza,RO
3530003,mira estrela,SP
3142007,mirabela,MG
3529906,miracatu,SP
3303005,miracema,RJ
1713205,miracema do tocantins,TO
2106706,mirador,MA
4115903,mirador,PR
3142106,miradouro,MG
4312302,miraguai,RS
5005608,miranda,MS
2106755,miranda do norte,MA
2609303,mirandiba,PE
3530102,mirandopolis,SP
2921401,mirangaba,BA
1713304,miranorte,TO
2921450,mirante,BA
1101302,mirante da serra,RO
3530201,mirante do paranapanema,SP
4116000,miraselva,PR
3530300,mirassol,SP
5105622,mirassol d oeste,MT
3530409,mirassolandia,SP
3142254,miravania,MG
3142205,mirai,MG
2308377,miraima,CE
4210852,mirim doce,SC
2106805,mirinzal,MA
4116059,missal,PR
2308401,missao velha,CE
1504604,mocajuba,PA
3530508,mococa,SP
4210902,modelo,SC
3142304,moeda,MG
3142403,moema,MG
2509404,mogeiro,PB
3530706,mogi guacu,SP
3530805,mogi mirim,SP
3530607,mogi das cruzes,SP
5213400,moipora,GO
2804102,moita bonita,SE
1504703,moju,PA
1504752,mojui dos campos,PA
2308500,mombaca,CE
3530904,mombuca,SP
4211009,mondai,SC
3531100,mongagua,SP
3142502,monjolos,MG
2206407,monsenhor gil,PI
2206506,monsenhor hipolito,PI
3142601,monsenhor paulo,MG
2308609,monsenhor tabosa,CE
2509503,montadas,PB
3142700,montalvania,MG
3203502,montanha,ES
2407708,montanhas,RN
4312351,montauri,RS
1504802,monte alegre,PA
2407807,monte alegre,RN
5213509,monte alegre de goias,GO
3142809,monte alegre de minas,MG
2804201,monte alegre de sergipe,SE
2206605,monte alegre do piaui,PI
3531209,monte alegre do sul,SP
4312377,monte alegre dos campos,RS
3531308,monte alto,SP
3531407,monte aprazivel,SP
3142908,monte azul,MG
3531506,monte azul paulista,SP
3143005,monte belo,MG
4312385,monte belo do sul,RS
4211058,monte carlo,SC
3143104,monte carmelo,MG
3531605,monte castelo,SP
4211108,monte castelo,SC
3143153,monte formoso,MG
2509602,monte horebe,PB
3531803,monte mor,SP
1101401,monte negro,RO
2921500,monte santo,BA
3143203,monte santo de minas,MG
1713700,monte santo do tocantins,TO
3143401,monte siao,MG
2407906,monte das gameleiras,RN
1713601,monte do carmo,TO
2509701,monteiro,PB
3531704,monteiro lobato,SP
2705408,monteiropolis,AL
4312401,montenegro,RS
2107001,montes altos,MA
3143302,montes claros,MG
5213707,montes claros de goias,GO
3143450,montezuma,MG
5213756,montividiu,GO
5213772,montividiu do norte,GO
2106904,moncao,MA
3531001,moncoes,SP
2308708,morada nova,CE
3143500,morada nova de minas,MG
2308807,moraujo,CE
2614303,moreilandia,PE
4116109,moreira sales,PR
2609402,moreno,PE
4312427,mormaco,RS
2921609,morpara,BA
4116208,morretes,PR
2308906,morrinhos,CE
5213806,morrinhos,GO
4312443,morrinhos do sul,RS
3531902,morro agudo,SP
5213855,morro agudo de goias,GO
2206654,morro cabeca no tempo,PI
4211256,morro grande,SC
4312450,morro redondo,RS
4312476,morro reuter,RS
4211207,morro da fumaca,SC
3143609,morro da garca,MG
2921708,morro do chapeu,BA
2206670,morro do chapeu do piaui,PI
3143708,morro do pilar,MG
2107100,morros,MA
2921807,mortugaba,BA
3532009,morungaba,SP
2408003,mossoro,RN
5213905,mossamedes,GO
4312500,mostardas,RS
3532058,motuca,SP
5214002,mozarlandia,GO
1504901,muana,PA
1400308,mucajai,RR
2309003,mucambo,CE
2921906,mucuge,BA
2922003,mucuri,BA
3203601,mucurici,ES
4312617,muitos capoes,RS
4312625,muliterno,RS
2309102,mulungu,CE
2509800,mulungu,PB
2922052,mulungu do morro,BA
2922102,mundo novo,BA
5005681,mundo novo,MS
5214051,mundo novo,GO
3143807,munhoz,MG
4116307,munhoz de melo,PR
2922201,muniz ferreira,BA
3203700,muniz freire,ES
3203809,muqui,ES
2922250,muquem do sao francisco,BA
3143906,muriae,MG
2804300,muribeca,SE
2705507,murici,AL
2206696,murici dos portelas,PI
1713957,muricilandia,TO
2922300,muritiba,BA
3532108,murutinga do sul,SP
3144003,mutum,MG
5214101,mutunopolis,GO
2922409,mutuipe,BA
3144102,muzambinho,MG
4312609,mucum,RS
3140159,mario campos,MG
1200336,mancio lima,AC
2508703,mae d agua,PB
1504059,mae do rio,PA
3144201,nacip raydan,MG
3532157,nantes,SP
3144300,nanuque,MG
3144359,naque,MG
3532207,narandiba,SP
2408102,natal,RN
3144375,natalandia,MG
1714203,natividade,TO
3303104,natividade,RJ
3532306,natividade da serra,SP
2509909,natuba,PB
3144409,natercia,MG
4211306,navegantes,SC
5005707,navirai,MS
3144508,nazareno,MG
2510006,nazarezinho,PB
1714302,nazare,TO
2922508,nazare,BA
3532405,nazare paulista,SP
2609501,nazare da mata,PE
2206704,nazare do piaui,PI
2206720,nazaria,PI
5214408,nazario,GO
3144607,nepomuceno,MG
5214507,neropolis,GO
3532504,neves paulista,SP
2804409,neopolis,SE
1303007,nhamunda,AM
3532603,nhandeara,SP
4312674,nicolau vergueiro,RS
2922607,nilo pecanha,BA
3303203,nilopolis,RJ
2107209,nina rodrigues,MA
3144656,ninheira,MG
5005806,nioaque,MS
3532702,nipoa,SP
5214606,niquelandia,GO
3303302,niteroi,RJ
5105903,nobres,MT
4312708,nonoai,RS
2922656,nordestina,BA
1400407,normandia,RR
5106000,nortelandia,MT
2804458,nossa senhora aparecida,SE
2804508,nossa senhora da gloria,SE
2804607,nossa senhora das dores,SE
4116406,nossa senhora das gracas,PR
2804706,nossa senhora de lourdes,SE
